data,produto,categoria,regiao,vendedor,vendas,quantidade,custo,lucro
2025-10-06,headset,eletrônicos,oeste,elena,7092,4,567.1254327524173,6524.8745672475825
2023-07-13,ssd,eletrônicos,leste,carlos,1766,15,486.5682208835264,1279.4317791164735
2024-05-16,notebook,periféricos,sul,elena,9258,27,3090.789124304746,6167.210875695254
2025-09-14,monitor,periféricos,leste,diana,6608,21,2750.9229866198693,3857.0770133801307
2023-04-24,mouse,periféricos,oeste,David,2906,5,5766.06122709075,-2860.0612270907504
2025-08-04,mouse,eletrônicos,leste,elena,7003,24,5963.146292552137,1039.8537074478627
2025-04-10,ssd,periféricos,oeste,diana,7859,9,482.7634331632194,7376.23656683678
2025-07-13,teclado,eletrônicos,oeste,paulo,2086,2,1831.2962420809986,254.70375791900142
2023-02-24,mouse,eletrônicos,oeste,diana,3241,27,2252.1538532584855,988.8461467415145
2025-03-10,monitor,eletrônicos,sul,carlos,1118,7,4417.086914411051,-3299.086914411051
2025-02-16,ssd,eletrônicos,leste,Alice,7447,17,1224.5605733430461,6222.439426656954
2023-06-11,notebook,eletrônicos,leste,Alice,11706,16,1140.8144576480029,10565.185542351997
2023-03-28,monitor,eletrônicos,norte,Alice,3353,17,7554.808002527027,-4201.808002527027
2023-02-24,ssd,periféricos,norte,Alice,6649,20,6449.287025798425,199.71297420157498
2025-10-28,monitor,eletrônicos,norte,paulo,5323,26,1510.786824562069,3812.213175437931
2025-04-12,mouse,eletrônicos,norte,Charlie,1039,23,3300.0170386114883,-2261.0170386114883
2023-11-09,notebook,periféricos,leste,elena,9134,2,2896.526234119919,6237.4737658800805
2025-01-28,ssd,eletrônicos,oeste,carlos,11800,11,6344.752266598026,5455.247733401974
2024-03-18,headset,periféricos,oeste,Bob,9323,2,4120.886298506726,5202.113701493274
2023-11-24,notebook,periféricos,sul,carlos,7532,1,1092.5699169882587,6439.430083011741
2025-12-13,headset,periféricos,oeste,Charlie,3681,26,5932.817140197451,-2251.8171401974514
2025-01-30,monitor,eletrônicos,leste,Alice,11871,2,3223.352787541358,8647.647212458642
2024-08-01,teclado,eletrônicos,leste,Charlie,951,29,2162.360041246605,-1211.3600412466049
2025-12-10,notebook,periféricos,leste,David,8384,23,3053.9490864041036,5330.050913595896
2025-10-03,monitor,eletrônicos,sul,David,3499,9,4022.231983766619,-523.2319837666191
2023-04-06,headset,eletrônicos,norte,elena,8155,22,2797.4748900227146,5357.525109977285
2025-03-24,mouse,periféricos,oeste,paulo,10119,26,1995.893718926722,8123.106281073278
2024-05-05,mouse,periféricos,leste,carlos,3351,2,3236.136068127524,114.86393187247586
2024-03-27,teclado,eletrônicos,leste,carlos,499,28,231.84945313919408,267.1505468608059
2023-06-14,notebook,periféricos,norte,Bob,9909,15,6198.182941082806,3710.817058917194
2023-07-01,notebook,periféricos,leste,paulo,9471,10,1433.8835570552794,8037.116442944721
2024-04-13,notebook,periféricos,oeste,Bob,11301,15,427.724539954647,10873.275460045354
2025-06-28,monitor,eletrônicos,sul,David,10122,10,5257.293647808227,4864.706352191773
2025-01-04,teclado,eletrônicos,leste,Alice,733,29,6209.574140283484,-5476.574140283484
2025-04-02,notebook,eletrônicos,oeste,Charlie,3527,25,6525.526722215318,-2998.526722215318
2025-08-01,monitor,periféricos,leste,Bob,6178,23,3988.592726671952,2189.407273328048
2023-01-07,mouse,eletrônicos,norte,diana,7844,27,1706.5160227446836,6137.483977255317
2023-11-26,headset,periféricos,leste,Bob,6346,17,5918.843203818627,427.15679618137256
2025-02-13,monitor,eletrônicos,leste,Alice,7233,28,5621.727571062351,1611.2724289376492
2023-05-31,mouse,eletrônicos,sul,Alice,3551,9,2030.464214097132,1520.535785902868
2023-05-27,mouse,periféricos,norte,carlos,3335,18,7234.989426433321,-3899.9894264333207
2025-07-03,headset,eletrônicos,norte,Charlie,10536,4,906.6219480160056,9629.378051983995
2024-11-30,mouse,periféricos,sul,Alice,5435,9,7862.8908575632995,-2427.8908575632995
2023-03-23,teclado,eletrônicos,leste,paulo,9504,16,6893.16266294152,2610.8373370584804
2024-05-28,headset,eletrônicos,oeste,Bob,6922,4,5528.157272194276,1393.8427278057243
2025-03-25,mouse,periféricos,norte,Bob,8640,16,7514.899115176277,1125.1008848237234
2024-12-09,ssd,periféricos,norte,David,3497,19,5800.704453123765,-2303.7044531237652
2025-01-15,monitor,periféricos,leste,Alice,10281,1,1588.4194164779638,8692.580583522036
2025-10-19,mouse,eletrônicos,leste,diana,938,23,3581.876613853469,-2643.876613853469
2024-12-07,teclado,eletrônicos,norte,carlos,5095,6,646.303952706552,4448.696047293448
2024-04-15,notebook,eletrônicos,leste,Charlie,3039,10,3166.086784521874,-127.08678452187405
2024-01-31,mouse,periféricos,oeste,diana,9719,16,5953.495916318692,3765.5040836813077
2023-09-18,notebook,periféricos,norte,carlos,5423,4,3140.631339372074,2282.368660627926
2025-03-15,ssd,periféricos,oeste,Bob,10291,22,2695.929869707622,7595.070130292378
2025-07-22,mouse,eletrônicos,oeste,diana,3422,22,4795.21732228167,-1373.21732228167
2025-06-23,headset,eletrônicos,leste,carlos,9219,13,6987.859869671249,2231.140130328751
2025-12-12,notebook,periféricos,oeste,Bob,5384,16,456.85888496521045,4927.141115034789
2025-07-28,ssd,eletrônicos,leste,Bob,9919,20,3132.9258428219046,6786.074157178095
2025-05-03,headset,periféricos,sul,Bob,7052,29,1333.2666751768807,5718.733324823119
2024-08-15,headset,eletrônicos,leste,Bob,11481,6,5587.205665796408,5893.794334203592
2024-12-14,headset,eletrônicos,oeste,paulo,7762,26,917.3385186145882,6844.661481385412
2024-09-23,headset,periféricos,sul,Bob,2642,11,5345.277447955536,-2703.2774479555364
2023-02-28,mouse,eletrônicos,leste,David,11097,24,2346.552496719426,8750.447503280575
2023-05-08,monitor,eletrônicos,oeste,diana,6895,29,1655.4211647988195,5239.5788352011805
2025-01-05,mouse,periféricos,norte,carlos,10245,3,7495.912257973884,2749.087742026116
2024-12-21,mouse,periféricos,norte,David,9724,20,226.71464782797048,9497.28535217203
2024-06-09,ssd,eletrônicos,leste,paulo,4390,10,3547.195993365386,842.8040066346139
2024-06-04,ssd,periféricos,leste,elena,2472,29,251.28578029740675,2220.7142197025933
2024-07-05,monitor,eletrônicos,norte,elena,10898,28,3910.056940986286,6987.943059013714
2023-08-25,ssd,periféricos,oeste,David,5448,1,4048.295232131792,1399.704767868208
2024-05-08,teclado,eletrônicos,oeste,Alice,2011,20,2627.5667734463964,-616.5667734463964
2023-01-04,monitor,eletrônicos,oeste,Alice,6770,11,1126.7212779981876,5643.278722001813
2024-10-27,ssd,periféricos,leste,Alice,10208,26,3060.9892988570446,7147.010701142955
2024-03-17,monitor,eletrônicos,sul,Charlie,4197,26,5404.322484265923,-1207.3224842659229
2023-01-29,mouse,eletrônicos,sul,Alice,7731,12,6276.574804464116,1454.425195535884
2024-09-01,mouse,periféricos,sul,carlos,7470,14,4283.544770914087,3186.455229085913
2025-03-15,monitor,periféricos,sul,David,11517,25,4751.488403962864,6765.511596037136
2023-03-16,teclado,eletrônicos,sul,carlos,1248,8,1668.8816593072493,-420.88165930724927
2025-04-17,teclado,periféricos,leste,diana,5397,11,2355.6562391629836,3041.3437608370164
2023-05-08,monitor,periféricos,leste,Alice,1884,4,1362.2132316146788,521.7867683853212
2023-02-11,ssd,eletrônicos,sul,paulo,4813,28,2054.4191720365216,2758.5808279634784
2023-02-10,notebook,eletrônicos,leste,Charlie,6059,7,1861.1032993862116,4197.896700613788
2025-07-22,teclado,periféricos,leste,diana,3566,10,4194.034388218602,-628.0343882186016
2023-02-03,headset,periféricos,sul,paulo,6452,19,4536.494945862577,1915.505054137423
2025-11-06,mouse,periféricos,oeste,Charlie,7743,25,7563.983572906316,179.0164270936839
2025-09-24,monitor,eletrônicos,leste,elena,830,26,1628.9195250440625,-798.9195250440625
2024-08-10,headset,eletrônicos,oeste,diana,8313,4,5162.071624479047,3150.9283755209526
2023-12-08,monitor,eletrônicos,leste,elena,2220,2,6552.693410381181,-4332.693410381181
2023-01-27,mouse,eletrônicos,leste,David,6818,26,4517.112393161776,2300.887606838224
2024-10-07,mouse,eletrônicos,sul,carlos,8151,21,2099.6289278085196,6051.37107219148
2024-12-31,teclado,eletrônicos,leste,Bob,10071,18,2159.3978217584017,7911.602178241598
2023-06-17,teclado,eletrônicos,norte,carlos,2341,14,390.8841803223193,1950.1158196776807
2024-09-01,headset,periféricos,norte,Alice,9009,26,2499.118274263975,6509.881725736025
2023-09-25,monitor,periféricos,sul,elena,9954,16,5977.261137706771,3976.7388622932294
2025-03-31,mouse,eletrônicos,oeste,paulo,7736,22,456.3406370803142,7279.659362919686
2024-03-30,headset,eletrônicos,oeste,Bob,9022,11,1816.8186374382587,7205.1813625617415
2025-06-24,notebook,eletrônicos,oeste,Charlie,9314,10,5673.361388371713,3640.6386116282874
2025-07-10,headset,periféricos,norte,elena,2996,17,6278.600377557183,-3282.6003775571826
2025-09-07,ssd,eletrônicos,oeste,David,10474,14,3686.121807690473,6787.878192309527
2024-12-02,headset,periféricos,oeste,David,2613,22,5608.748760750899,-2995.7487607508992
2024-09-25,ssd,periféricos,sul,elena,6987,4,3152.581175746745,3834.418824253255
2023-05-10,ssd,periféricos,oeste,elena,10871,19,1346.5129005910899,9524.48709940891
2025-10-16,ssd,periféricos,norte,elena,10845,2,3233.3439887014197,7611.656011298581
2025-03-29,notebook,periféricos,norte,Charlie,5072,7,4673.345136008891,398.65486399110887
2024-11-23,headset,eletrônicos,norte,Alice,4542,9,7588.5819922748915,-3046.5819922748915
2025-03-04,headset,eletrônicos,sul,Charlie,3333,28,624.5075405423244,2708.4924594576755
2023-01-29,notebook,periféricos,sul,diana,3317,19,4098.561223252088,-781.561223252088
2023-05-29,mouse,eletrônicos,leste,paulo,3147,16,2685.044643428937,461.955356571063
2023-01-11,teclado,periféricos,oeste,elena,6671,22,4105.828618671421,2565.1713813285787
2024-11-06,headset,periféricos,sul,paulo,3377,25,269.8855432221309,3107.1144567778692
2023-07-06,teclado,eletrônicos,norte,Alice,6714,16,2559.160809236524,4154.839190763476
2025-03-17,monitor,eletrônicos,norte,Bob,10494,18,6573.35572841388,3920.6442715861203
2025-01-13,monitor,eletrônicos,sul,Charlie,10070,23,4467.218532128729,5602.781467871271
2023-04-08,notebook,eletrônicos,sul,Alice,2174,21,3648.6133431036496,-1474.6133431036496
2023-02-24,monitor,eletrônicos,sul,paulo,479,21,2341.3585679854896,-1862.3585679854896
2024-09-14,monitor,periféricos,leste,Bob,2636,11,2440.496780507539,195.50321949246108
2024-10-25,mouse,eletrônicos,norte,Charlie,1305,7,3114.163354037429,-1809.1633540374291
2025-01-27,mouse,eletrônicos,leste,David,10232,9,6697.720022919319,3534.2799770806814
2024-02-10,mouse,eletrônicos,leste,Charlie,4627,4,7740.328597921485,-3113.328597921485
2023-03-10,monitor,periféricos,oeste,carlos,2335,25,3554.1506202949663,-1219.1506202949663
2025-01-20,notebook,eletrônicos,norte,Charlie,7236,13,3195.3544828822737,4040.6455171177263
2025-08-15,ssd,periféricos,norte,carlos,2467,27,6784.682144493314,-4317.682144493314
2023-12-31,ssd,eletrônicos,sul,Bob,3771,26,3461.0901394395246,309.9098605604754
2024-04-26,teclado,eletrônicos,sul,Charlie,4641,25,4451.983924581557,189.0160754184426
2023-07-20,ssd,periféricos,oeste,Bob,2661,29,1909.0579836220559,751.9420163779441
2023-06-03,ssd,eletrônicos,leste,Bob,7992,4,5968.540083370276,2023.459916629724
2023-03-14,mouse,eletrônicos,sul,paulo,8791,19,4293.347480704592,4497.652519295408
2024-12-13,mouse,periféricos,sul,Alice,9696,2,6487.553637903506,3208.4463620964943
2023-10-23,monitor,eletrônicos,norte,Bob,7998,9,6263.403221827064,1734.596778172936
2025-11-06,teclado,periféricos,norte,Bob,5554,12,1782.8377646986262,3771.1622353013736
2023-03-02,headset,periféricos,sul,paulo,5543,2,5747.833560417478,-204.8335604174781
2025-07-27,teclado,periféricos,norte,paulo,1443,6,6416.430910974861,-4973.430910974861
2023-02-11,teclado,periféricos,oeste,Charlie,2615,5,2821.169346996569,-206.16934699656895
2023-01-25,notebook,periféricos,sul,paulo,11444,5,1447.0641741860143,9996.935825813986
2025-11-28,monitor,eletrônicos,norte,Charlie,10191,20,100.84667219033838,10090.153327809661
2023-05-11,notebook,eletrônicos,oeste,David,3325,22,3651.1569324977336,-326.1569324977336
2023-04-18,teclado,eletrônicos,norte,paulo,7999,5,2871.267233787625,5127.732766212375
2023-06-21,teclado,periféricos,norte,Alice,11541,27,4474.885883897238,7066.114116102762
2023-04-12,teclado,periféricos,norte,Bob,9575,4,1569.2854533031832,8005.714546696817
2025-05-15,ssd,periféricos,sul,Alice,9779,29,6888.551137518483,2890.4488624815167
2024-06-07,notebook,periféricos,leste,carlos,11694,9,2121.4213077746285,9572.578692225372
2023-10-02,teclado,eletrônicos,norte,elena,8594,29,1873.3224722941877,6720.677527705812
2025-12-03,mouse,eletrônicos,oeste,paulo,8360,22,3887.255327356099,4472.744672643901
2025-03-27,monitor,periféricos,sul,Bob,2909,27,4030.9001080546523,-1121.9001080546523
2025-08-14,monitor,periféricos,sul,Alice,5405,10,1783.4750119779353,3621.5249880220645
2025-11-06,mouse,eletrônicos,oeste,paulo,8564,16,2233.136955669253,6330.863044330747
2023-11-26,monitor,periféricos,norte,paulo,152,10,1424.06549410954,-1272.06549410954
2023-01-12,ssd,periféricos,leste,elena,8280,29,5770.2046123194805,2509.7953876805195
2023-08-04,ssd,periféricos,norte,David,1409,10,6179.105127532329,-4770.105127532329
2023-12-05,headset,eletrônicos,oeste,David,8340,29,3741.6416998775185,4598.3583001224815
2024-10-22,headset,eletrônicos,sul,Bob,4473,19,5735.569219665338,-1262.569219665338
2024-01-09,headset,periféricos,leste,carlos,5923,10,5908.608304144568,14.391695855431863
2025-09-02,monitor,eletrônicos,sul,David,2718,6,1175.142179208244,1542.857820791756
2024-12-10,ssd,periféricos,oeste,elena,2035,17,7732.129956689531,-5697.129956689531
2024-04-10,ssd,periféricos,norte,David,7210,5,6582.573021003734,627.4269789962664
2024-05-03,ssd,eletrônicos,leste,carlos,7994,26,1699.5090126709222,6294.490987329078
2023-02-16,mouse,periféricos,sul,Alice,6261,6,1554.4270831088763,4706.572916891124
2025-02-16,ssd,periféricos,sul,David,9641,27,1075.2362729902952,8565.763727009704
2025-11-05,mouse,eletrônicos,sul,elena,2488,24,1175.9582153319936,1312.0417846680064
2024-12-11,headset,periféricos,norte,Charlie,9418,27,6005.441448307273,3412.5585516927267
2024-02-05,headset,periféricos,leste,elena,3908,15,3799.6617150568586,108.33828494314139
2025-09-07,monitor,periféricos,norte,diana,11523,25,6280.838648099748,5242.161351900252
2023-09-07,headset,eletrônicos,norte,diana,4960,27,5990.338763253627,-1030.338763253627
2024-01-26,monitor,periféricos,norte,David,9289,19,4868.532690961355,4420.467309038645
2023-12-01,teclado,eletrônicos,oeste,Alice,6941,18,5516.023524103142,1424.9764758968577
2024-09-20,teclado,periféricos,oeste,paulo,7321,29,225.377337082803,7095.622662917197
2023-05-17,notebook,periféricos,oeste,Alice,2881,4,2549.2789626957738,331.72103730422623
2025-06-01,monitor,periféricos,leste,elena,1019,8,5131.551659734529,-4112.551659734529
2024-11-18,notebook,periféricos,norte,Bob,5316,27,154.01203161105406,5161.987968388946
2025-04-06,notebook,eletrônicos,norte,Charlie,243,16,341.1773939661398,-98.17739396613979
2024-12-27,teclado,eletrônicos,oeste,Alice,3137,24,6826.952821165435,-3689.952821165435
2024-08-16,monitor,periféricos,norte,carlos,10117,19,5497.476904601209,4619.523095398791
2025-09-16,teclado,periféricos,norte,elena,10602,20,2181.728286313124,8420.271713686876
2024-01-07,notebook,periféricos,sul,Charlie,8777,3,5528.665693740175,3248.334306259825
2025-07-23,monitor,periféricos,norte,diana,5097,10,6356.256819582965,-1259.2568195829654
2025-09-21,notebook,periféricos,sul,elena,6801,2,2509.810722232002,4291.189277767999
2024-02-06,ssd,periféricos,norte,Charlie,7129,4,365.41602979356463,6763.583970206435
2024-09-06,monitor,periféricos,leste,carlos,6944,6,7467.6106675268575,-523.6106675268575
2025-09-21,monitor,periféricos,oeste,David,6674,11,2813.824319301393,3860.175680698607
2024-09-11,notebook,eletrônicos,sul,carlos,3294,14,923.3355652148745,2370.6644347851256
2023-07-07,ssd,eletrônicos,oeste,carlos,3737,16,3975.506421433727,-238.50642143372716
2023-05-11,mouse,eletrônicos,sul,David,226,27,6166.26494165994,-5940.26494165994
2025-03-15,teclado,periféricos,sul,David,9157,21,1835.4467317710685,7321.553268228931
2025-07-24,notebook,periféricos,sul,David,9109,19,2214.361197056238,6894.638802943762
2025-09-12,monitor,periféricos,leste,David,6703,2,2002.3026954447787,4700.697304555221
2023-07-02,teclado,eletrônicos,norte,David,8447,25,7934.050578426891,512.9494215731092
2025-09-09,teclado,periféricos,sul,carlos,6844,17,1643.437571145897,5200.562428854103
2023-12-30,teclado,eletrônicos,leste,Bob,3023,9,4638.120118371702,-1615.1201183717021
2023-02-08,mouse,periféricos,sul,Bob,3496,17,7408.095961923157,-3912.095961923157
2024-05-11,headset,eletrônicos,norte,elena,7174,15,1243.4208255120116,5930.579174487988
2025-09-08,notebook,eletrônicos,sul,Alice,3298,7,7769.165247112186,-4471.165247112186
2025-07-09,headset,eletrônicos,leste,Bob,11490,22,7584.0196964133465,3905.9803035866535
2024-12-22,headset,periféricos,norte,diana,9807,23,7085.810137501439,2721.1898624985606
2023-01-16,headset,eletrônicos,leste,Bob,10929,19,1779.287648933618,9149.712351066382
2024-05-07,teclado,periféricos,norte,carlos,394,3,5101.716043606988,-4707.716043606988
2025-06-12,ssd,periféricos,norte,David,2775,29,6106.260465853022,-3331.2604658530217
2023-11-07,teclado,periféricos,oeste,elena,3999,27,7889.341191315723,-3890.3411913157233
2025-01-08,teclado,periféricos,oeste,David,9747,1,1508.9566708844538,8238.043329115546
2024-06-29,monitor,periféricos,oeste,paulo,9323,4,6146.925124192828,3176.0748758071722
2024-02-18,monitor,eletrônicos,norte,paulo,7887,28,2763.305265822735,5123.694734177265
2023-09-08,headset,periféricos,sul,paulo,8483,18,1470.9616072985784,7012.038392701422
2025-01-28,teclado,periféricos,leste,carlos,1042,26,3417.305374413731,-2375.305374413731
2025-11-28,headset,periféricos,leste,diana,5637,8,6367.180424217042,-730.180424217042
2025-03-24,monitor,periféricos,leste,Bob,7401,19,3761.610445336093,3639.389554663907
2023-01-29,ssd,periféricos,oeste,carlos,7460,23,4337.182953608144,3122.817046391856
2025-08-15,notebook,eletrônicos,norte,Alice,2549,23,7961.66252878496,-5412.66252878496
2024-04-21,headset,eletrônicos,oeste,elena,4790,28,3240.945652494814,1549.054347505186
2023-11-14,ssd,periféricos,sul,David,3110,25,4953.97397729718,-1843.9739772971798
2023-09-02,notebook,eletrônicos,norte,paulo,10541,6,2972.7340767937453,7568.265923206254
2025-01-17,mouse,eletrônicos,leste,Charlie,7475,1,3190.862318923343,4284.137681076657
2024-11-27,headset,periféricos,oeste,Alice,1619,8,5589.474767287632,-3970.474767287632
2023-09-29,headset,eletrônicos,oeste,paulo,11042,1,7508.064850671477,3533.935149328523
2024-01-12,mouse,periféricos,sul,diana,11347,19,4375.482887899186,6971.517112100814
2023-09-23,mouse,eletrônicos,sul,Alice,3524,11,6165.727437274336,-2641.727437274336
2025-07-14,headset,eletrônicos,oeste,carlos,8997,21,786.5159458303534,8210.484054169647
2025-07-09,mouse,eletrônicos,sul,Bob,11110,24,1752.3716564608615,9357.628343539138
2023-12-06,teclado,periféricos,leste,David,8384,25,4056.882596082697,4327.117403917303
2024-01-24,notebook,eletrônicos,sul,elena,10653,15,238.49285113989635,10414.507148860104
2024-07-30,notebook,eletrônicos,sul,diana,8073,23,2082.6114317994657,5990.388568200535
2023-01-03,notebook,periféricos,oeste,diana,5272,25,4177.818215413732,1094.181784586268
2024-01-11,teclado,periféricos,oeste,Charlie,10002,11,198.49269018990162,9803.507309810098
2023-11-20,mouse,eletrônicos,norte,Alice,5537,19,2175.2065869102503,3361.7934130897497
2023-05-26,ssd,periféricos,norte,Charlie,7781,29,4151.124090248886,3629.875909751114
2023-10-20,mouse,eletrônicos,oeste,Bob,7376,21,4619.342044011466,2756.657955988534
2024-03-07,headset,eletrônicos,sul,paulo,5258,10,7411.95340899802,-2153.9534089980198
2024-12-05,monitor,periféricos,sul,Bob,2374,24,5191.137336144814,-2817.137336144814
2025-08-06,notebook,periféricos,norte,paulo,2260,12,3364.7075560375506,-1104.7075560375506
2024-08-07,mouse,periféricos,norte,Charlie,1107,1,7448.381322893897,-6341.381322893897
2024-02-03,ssd,eletrônicos,norte,David,7296,24,6296.273228431331,999.7267715686694
2025-03-27,headset,periféricos,leste,Bob,710,7,1664.070655212961,-954.0706552129609
2025-08-21,teclado,eletrônicos,leste,Charlie,9672,17,1116.2715018826525,8555.728498117347
2023-07-06,teclado,periféricos,norte,Alice,7563,29,5432.428155082445,2130.5718449175547
2023-03-02,ssd,eletrônicos,sul,Charlie,1462,29,4514.2746713697115,-3052.2746713697115
2025-07-27,headset,periféricos,norte,Charlie,1971,26,6334.215021238625,-4363.215021238625
2024-12-10,notebook,eletrônicos,leste,carlos,11344,28,5931.3359966231965,5412.6640033768035
2025-03-17,mouse,periféricos,sul,Bob,11745,10,5031.675348151519,6713.324651848481
2023-01-11,headset,eletrônicos,leste,elena,5796,28,7892.146799300826,-2096.1467993008264
2025-12-21,teclado,periféricos,sul,David,5095,6,4306.030662474436,788.9693375255638
2023-08-14,ssd,periféricos,leste,David,5524,17,975.7975914936211,4548.202408506379
2024-07-17,ssd,eletrônicos,sul,carlos,2801,18,6639.926633342628,-3838.9266333426276
2025-02-10,mouse,periféricos,sul,paulo,10156,5,2074.6786297780154,8081.321370221985
2025-06-03,ssd,eletrônicos,sul,diana,10083,18,6236.233013299833,3846.766986700167
2023-08-14,ssd,eletrônicos,sul,paulo,4851,26,7660.288200320407,-2809.2882003204068
2025-04-04,headset,periféricos,oeste,David,3027,17,5598.620470597582,-2571.6204705975824
2023-08-06,notebook,eletrônicos,leste,Charlie,5732,22,4800.558874722425,931.4411252775753
2025-07-25,mouse,periféricos,leste,carlos,11612,16,3726.2585113463215,7885.741488653679
2025-01-22,headset,periféricos,oeste,Alice,5540,8,2966.126138683594,2573.873861316406
2024-05-20,notebook,eletrônicos,sul,Bob,4233,24,2875.797627696943,1357.202372303057
2023-09-16,headset,periféricos,sul,Bob,895,13,5120.071829219957,-4225.071829219957
2023-02-23,monitor,eletrônicos,leste,elena,8899,29,6030.083086146948,2868.9169138530524
2025-12-06,headset,eletrônicos,oeste,Bob,11643,24,5453.855190316562,6189.144809683438
2024-12-27,ssd,periféricos,sul,Charlie,1091,16,1651.4080014530168,-560.4080014530168
2024-11-19,notebook,periféricos,sul,Alice,4173,11,3992.3784667364503,180.62153326354974
2025-11-09,mouse,eletrônicos,sul,carlos,2446,6,6349.789371689859,-3903.789371689859
2024-02-23,mouse,eletrônicos,norte,carlos,1089,27,3847.5762992573254,-2758.5762992573254
2024-11-20,notebook,periféricos,oeste,Bob,1760,3,4330.056375505112,-2570.0563755051116
2025-04-29,ssd,periféricos,sul,Alice,6450,1,6187.397501512912,262.60249848708827
2023-03-03,teclado,periféricos,norte,Alice,1875,18,5317.221225619524,-3442.2212256195244
2023-08-04,headset,periféricos,oeste,Alice,9326,5,3322.0117733885495,6003.988226611451
2023-01-03,ssd,eletrônicos,sul,David,9929,13,7171.668672658214,2757.331327341786
2023-06-09,monitor,periféricos,leste,David,9678,10,1367.5311838147504,8310.46881618525
2025-02-19,notebook,eletrônicos,norte,Bob,11479,5,7964.490272835372,3514.509727164628
2025-06-11,headset,eletrônicos,norte,Alice,9003,26,1021.3124215317987,7981.6875784682015
2023-11-25,mouse,periféricos,sul,diana,7337,14,198.4037711455721,7138.596228854428
2024-08-02,teclado,eletrônicos,sul,Alice,182,17,7128.949697098216,-6946.949697098216
2025-08-09,monitor,periféricos,norte,carlos,6135,1,2020.0317862583722,4114.968213741628
2024-09-26,mouse,eletrônicos,leste,carlos,3564,25,5859.221049378029,-2295.2210493780294
2025-09-14,notebook,periféricos,leste,Bob,1306,2,6503.241769461989,-5197.241769461989
2025-07-09,headset,eletrônicos,oeste,diana,3276,7,6883.172216974365,-3607.1722169743653
2025-01-07,notebook,eletrônicos,sul,Alice,8402,10,7933.4263464602,468.57365353980003
2023-06-19,headset,periféricos,leste,paulo,1693,20,2408.7945035167927,-715.7945035167927
2024-06-04,ssd,periféricos,oeste,diana,421,7,5705.127268063892,-5284.127268063892
2023-02-09,teclado,eletrônicos,leste,elena,5445,24,993.9668775841594,4451.033122415841
2025-08-12,ssd,eletrônicos,sul,Bob,4226,16,3301.929587546247,924.0704124537529
2025-09-10,ssd,periféricos,oeste,carlos,11730,5,6795.935811035716,4934.064188964284
2025-09-01,notebook,eletrônicos,oeste,paulo,6052,29,2991.851724788138,3060.148275211862
2023-02-07,teclado,periféricos,oeste,carlos,11094,28,4761.475413842063,6332.524586157937
2023-11-24,headset,eletrônicos,leste,David,2859,12,4069.885674299102,-1210.885674299102
2025-07-02,headset,periféricos,sul,Bob,9496,17,5195.936126407397,4300.063873592603
2024-03-29,monitor,eletrônicos,oeste,Bob,5371,16,7785.323563950544,-2414.3235639505438
2023-02-06,mouse,periféricos,norte,Alice,10087,20,521.4253698911048,9565.574630108895
2025-08-30,monitor,periféricos,sul,Alice,11774,26,4625.775218612907,7148.224781387093
2025-03-06,monitor,eletrônicos,norte,David,8679,16,6915.187931662255,1763.8120683377447
2025-08-30,headset,periféricos,norte,paulo,6872,19,3892.5510770475457,2979.4489229524543
2024-08-15,notebook,eletrônicos,oeste,elena,8351,26,701.9353126572568,7649.064687342743
2025-11-29,ssd,periféricos,oeste,Charlie,4294,15,4519.4716711408255,-225.4716711408255
2023-08-12,ssd,periféricos,leste,diana,5756,12,2710.025215324658,3045.974784675342
2023-11-14,ssd,periféricos,leste,Charlie,6916,21,1307.1389398764522,5608.861060123548
2023-12-15,teclado,eletrônicos,leste,Charlie,880,10,6804.353345205106,-5924.353345205106
2023-04-25,headset,periféricos,sul,Bob,5040,29,4211.068142889683,828.9318571103167
2024-11-28,notebook,eletrônicos,leste,diana,1798,26,7471.549186042208,-5673.549186042208
2025-11-29,teclado,periféricos,norte,Bob,4378,29,6463.650716456307,-2085.6507164563072
2023-02-09,mouse,eletrônicos,leste,elena,11996,22,5568.336606687445,6427.663393312555
2023-08-04,notebook,eletrônicos,oeste,diana,2280,2,119.80198665327052,2160.1980133467296
2023-12-02,monitor,eletrônicos,leste,carlos,10738,7,3468.3617765749395,7269.6382234250605
2023-04-02,notebook,periféricos,sul,Bob,4516,13,1644.091350684096,2871.908649315904
2023-12-19,notebook,eletrônicos,sul,Bob,1656,3,7293.519455507033,-5637.519455507033
2024-07-24,ssd,periféricos,norte,Bob,2308,15,1462.7051586367734,845.2948413632266
2025-03-26,notebook,eletrônicos,sul,paulo,3066,1,2345.595609141541,720.404390858459
2025-02-19,monitor,eletrônicos,leste,David,3379,26,4173.347200457233,-794.3472004572332
2023-12-29,monitor,eletrônicos,oeste,Bob,11945,3,2165.8398624647875,9779.160137535213
2024-07-10,headset,eletrônicos,sul,elena,10008,25,1742.1282440506398,8265.87175594936
2023-12-22,notebook,periféricos,norte,Alice,6415,10,4824.866654813799,1590.133345186201
2023-07-10,ssd,eletrônicos,leste,Alice,4286,27,784.321820219789,3501.678179780211
2024-02-26,notebook,eletrônicos,norte,diana,11311,27,540.6886490697239,10770.311350930277
2024-11-30,mouse,periféricos,sul,carlos,2839,15,3028.1827378736857,-189.1827378736857
2023-01-07,mouse,eletrônicos,sul,David,7340,22,5787.66247970227,1552.3375202977304
